cluster_id,confidence,frame_id,high_mz,high_scan,low_mz,low_scan
1,1.0,30000,826.520085933,134,826.460896076,132
1,1.0,30000,822.418248775,135,822.404623326,132
1,1.0,30000,821.437504935,140,821.387575305,132
1,1.0,30000,842.546708336,138,842.528320118,133
1,1.0,30000,835.440877992,136,835.376792078,134
1,1.0,30000,1223.01536923,140,1222.99321487,134
1,1.0,30000,720.435529878,164,720.397272146,134
1,1.0,30000,838.483204316,139,838.446516874,136
1,1.0,30000,839.478657353,140,839.446536747,136
1,1.0,30000,881.41654489,164,881.322508908,138
1,1.0,30000,800.51544415,159,800.43478913,138
1,1.0,30000,721.430587466,144,721.40506459,138
1,1.0,30000,801.510523504,148,801.470170428,142
1,1.0,30000,882.408930132,149,882.366589503,140
1,1.0,30000,821.437504935,148,821.355802694,143
1,1.0,30000,825.486844588,150,825.454992792,142
1,1.0,30000,852.436295157,152,852.39467984,144
1,1.0,30000,816.515409354,159,816.470154916,144
1,1.0,30000,1223.02644649,149,1222.98213776,143
1,1.0,30000,721.434841322,156,721.40506459,147
1,1.0,30000,838.469446431,153,838.446516874,150
1,1.0,30000,882.4230439,156,882.366589503,151
1,1.0,30000,883.420702691,154,883.373630648,151
1,1.0,30000,802.420979407,156,802.407520631,152
1,1.0,30000,812.479132589,159,812.443018534,155
1,1.0,30000,832.440636068,161,832.417789095,154
1,1.0,30000,760.454613974,166,760.432777199,158
1,1.0,30000,816.488256541,163,816.474680303,161
1,1.0,30000,760.458981366,174,760.441511871,169
1,1.0,30000,791.471694835,174,791.413773565,172
1,1.0,30000,741.527699575,199,741.450073119,175
1,1.0,30000,742.511319727,183,742.485426634,179
1,1.0,30000,791.436050726,181,791.395952063,177
1,1.0,30000,830.431302631,185,830.4130471,180
1,1.0,30000,715.508669264,203,715.457833906,180
1,1.0,30000,717.492656881,201,717.412056881,183
1,1.0,30000,772.428714345,187,772.397903198,185
1,1.0,30000,716.500319718,199,716.466405801,184
1,1.0,30000,702.440426603,218,702.364873819,188
1,1.0,30000,703.410381347,197,703.389379569,190
1,1.0,30000,756.428858633,223,756.350456074,191
1,1.0,30000,698.550556264,197,698.517069854,193
1,1.0,30000,749.406244137,201,749.388902062,197
1,1.0,30000,830.449558363,200,830.4130471,195
1,1.0,30000,703.401980598,211,703.380978946,200
1,1.0,30000,755.427353906,228,755.375119695,200
1,1.0,30000,720.435529878,204,720.418526316,200
1,1.0,30000,780.495859523,227,780.420643784,205
1,1.0,30000,781.460712007,210,781.438575684,203
1,1.0,30000,773.432613417,230,773.388569086,204
1,1.0,30000,749.436593252,211,749.393237562,206
1,1.0,30000,757.409233475,211,757.383081906,206
1,1.0,30000,775.415906332,226,775.385035664,207
1,1.0,30000,774.450386555,229,774.349019837,210
1,1.0,30000,663.440188657,227,663.411633857,210
1,1.0,30000,718.481435601,216,718.438984762,212
1,1.0,30000,757.404874849,219,757.391799046,215
1,1.0,30000,713.438591047,238,713.387829281,219
1,1.0,30000,718.47719046,224,718.413514861,219
1,1.0,30000,664.431829068,224,664.415499774,221
1,1.0,30000,760.349800316,226,760.323598031,221
1,1.0,30000,714.424573304,235,714.390708549,225
1,1.0,30000,702.43622912,235,702.385860296,226
1,1.0,30000,736.391580574,229,736.365794408,226
1,1.0,30000,701.450168267,246,701.366280175,228
1,1.0,30000,760.362901629,231,760.327965047,229
1,1.0,30000,1070.0871693,232,1070.07162703,229
1,1.0,30000,658.472774671,235,658.444326974,229
1,1.0,30000,715.419708572,233,715.390056237,230
1,1.0,30000,981.031444108,251,981.001681256,234
1,1.0,30000,703.452385842,237,703.359977608,235
1,1.0,30000,718.422004778,249,718.362576413,234
1,1.0,30000,732.400113237,237,732.370111064,233
1,1.0,30000,1069.62095029,239,1069.57433398,236
1,1.0,30000,1070.11307333,264,1070.05090418,236
1,1.0,30000,656.466688612,242,656.434226571,238
1,1.0,30000,702.423636745,242,702.411044482,238
1,1.0,30000,687.414883133,242,687.373360222,240
1,1.0,30000,1070.58976352,246,1070.56385372,239
1,1.0,30000,719.398679817,244,719.385936307,240
1,1.0,30000,981.537481675,251,981.497787739,241
1,1.0,30000,686.418679413,255,686.360589828,241
1,1.0,30000,672.416252699,245,672.383398668,243
1,1.0,30000,1069.60023181,247,1069.56397494,241
1,1.0,30000,980.520577792,246,980.500741008,242
1,1.0,30000,670.471036488,251,670.44233078,243
1,1.0,30000,729.420047032,249,729.398660489,243
1,1.0,30000,703.427182994,280,703.351577161,246
1,1.0,30000,704.423038769,274,704.355785827,245
1,1.0,30000,714.394941599,252,714.369543484,247
1,1.0,30000,980.555292648,252,980.495781843,248
1,1.0,30000,1069.62095029,277,1069.55361594,249
1,1.0,30000,705.297619184,255,705.280795213,251
1,1.0,30000,705.440631039,267,705.364917074,254
1,1.0,30000,714.399174662,258,714.382242485,255
1,1.0,30000,1070.59494552,266,1070.54830799,256
1,1.0,30000,683.44682351,272,683.401280399,258
1,1.0,30000,684.428439102,269,684.403579383,260
1,1.0,30000,684.349718208,278,684.312430944,263
1,1.0,30000,685.414905426,265,685.390027799,261
1,1.0,30000,649.433164394,282,649.356482495,263
1,1.0,30000,1070.10271168,287,1070.06126558,267
1,1.0,30000,650.426401974,281,650.398128626,269
1,1.0,30000,685.336127821,273,685.323689665,269
1,1.0,30000,1070.61049159,275,1070.56903566,269
1,1.0,30000,686.393783575,290,686.352291516,273
1,1.0,30000,922.071589266,310,921.994644634,273
1,1.0,30000,687.40657845,291,687.356751409,274
1,1.0,30000,628.440774788,291,628.405043116,273
1,1.0,30000,923.052914749,302,922.995175273,274
1,1.0,30000,629.433727262,284,629.401940643,278
1,1.0,30000,645.383309275,291,645.35514575,279
1,1.0,30000,647.376431016,284,647.348224035,280
1,1.0,30000,648.412455603,290,648.33583399,281
1,1.0,30000,1069.58987264,289,1069.56397494,283
1,1.0,30000,647.368371816,294,647.336135517,286
1,1.0,30000,924.029947899,291,923.981806084,289
1,1.0,30000,607.352138064,299,607.313108104,289
1,1.0,30000,683.326758581,294,683.293639077,291
1,1.0,30000,613.401254429,298,613.365952909,292
1,1.0,30000,634.386312956,307,634.330468481,297
1,1.0,30000,586.416284229,307,586.381767955,297
1,1.0,30000,635.371973301,302,635.352013075,300
1,1.0,30000,943.995403705,311,943.946744564,303
1,1.0,30000,557.417817104,310,557.395382312,305
1,1.0,30000,571.406732302,317,571.338589968,309
1,1.0,30000,604.358287501,318,604.334927165,310
1,1.0,30000,943.479680613,317,943.416441256,312
1,1.0,30000,610.333822462,316,610.286871832,313
1,1.0,30000,970.020413622,322,969.966155823,316
1,1.0,30000,607.33652593,321,607.309205177,316
1,1.0,30000,574.39003923,336,574.325514685,317
1,1.0,30000,573.396004641,339,573.354289195,320
1,1.0,30000,944.472329663,322,944.452860939,318
1,1.0,30000,925.513329945,331,925.441059754,327
1,1.0,30000,935.969077873,333,935.940006622,327
1,1.0,30000,924.511435017,343,924.463280662,331
1,1.0,30000,925.995203335,337,925.942191123,333
1,1.0,30000,575.362141203,369,575.282367517,336
1,1.0,30000,968.994704918,337,968.960195313,335
1,1.0,30000,548.376079449,343,548.301907565,335
1,1.0,30000,569.31510357,345,569.296209413,336
1,1.0,30000,892.50069702,339,892.472308867,336
1,1.0,30000,576.361680011,364,576.31605479,337
1,1.0,30000,995.989411559,344,995.959422662,339
1,1.0,30000,996.504291347,344,996.459296546,339
1,1.0,30000,589.342346155,352,589.303899237,338
1,1.0,30000,881.980866125,343,881.89150323,338
1,1.0,30000,935.973923126,343,935.944851799,340
1,1.0,30000,965.458206523,380,965.38439319,339
1,1.0,30000,579.33881703,347,579.28545048,340
1,1.0,30000,925.508511845,346,925.416970317,341
1,1.0,30000,965.999590518,381,965.876535376,340
1,1.0,30000,848.925691898,365,848.888776706,342
1,1.0,30000,925.002681078,345,924.983414069,343
1,1.0,30000,964.951411808,382,964.86777887,342
1,1.0,30000,849.433357177,364,849.359505524,344
1,1.0,30000,882.004383429,351,881.924425875,345
1,1.0,30000,966.427883514,373,966.354033121,345
1,1.0,30000,995.969418911,348,995.959422662,346
1,1.0,30000,577.365891766,356,577.327837514,345
1,1.0,30000,882.446567098,350,882.427748515,345
1,1.0,30000,832.929636441,350,832.92049493,346
1,1.0,30000,935.973923126,350,935.935161457,347
1,1.0,30000,849.936557004,361,849.88576861,351
1,1.0,30000,910.460636697,354,910.403292422,350
1,1.0,30000,850.426050202,360,850.393720834,352
1,1.0,30000,919.462075233,359,919.423656995,354
1,1.0,30000,918.95309872,368,918.919492023,354
1,1.0,30000,935.983613668,359,935.940006622,357
1,1.0,30000,811.414105359,386,811.350947725,359
1,1.0,30000,811.923967683,381,811.869815411,358
1,1.0,30000,500.378942246,375,500.347058466,359
1,1.0,30000,558.356743764,363,558.334290085,360
1,1.0,30000,501.378481925,364,501.353658586,362
1,1.0,30000,893.972767826,363,893.920680319,360
1,1.0,30000,800.950155044,389,800.882923997,362
1,1.0,30000,812.420447657,371,812.37079283,362
1,1.0,30000,849.913471182,365,849.88576861,363
1,1.0,30000,932.97227317,366,932.92873633,362
1,1.0,30000,896.474752694,367,896.417850574,363
1,1.0,30000,919.471679918,373,919.423656995,362
1,1.0,30000,933.959380681,367,933.944860613,364
1,1.0,30000,586.297399116,368,586.282059979,364
1,1.0,30000,536.326620685,395,536.267938333,368
1,1.0,30000,801.43430188,375,801.393950724,367
1,1.0,30000,801.932049673,380,801.905140437,368
1,1.0,30000,501.385574421,373,501.353658586,370
1,1.0,30000,812.894501919,372,812.880955592,368
1,1.0,30000,933.465761686,378,933.427051989,369
1,1.0,30000,586.320408197,387,586.270555758,371
1,1.0,30000,932.962598229,376,932.923898966,370
1,1.0,30000,537.317369599,391,537.265974959,374
1,1.0,30000,763.908762581,398,763.873744632,374
1,1.0,30000,764.45164343,397,764.359690368,374
1,1.0,30000,896.484236556,382,896.441559571,374
1,1.0,30000,575.343146967,379,575.312756841,375
1,1.0,30000,812.384334905,379,812.375306843,375
1,1.0,30000,801.452236054,381,801.407400996,378
1,1.0,30000,764.911491701,393,764.858930615,380
1,1.0,30000,896.996439615,410,896.915805359,378
1,1.0,30000,897.470832136,383,897.42338724,379
1,1.0,30000,765.402148925,389,765.371478239,380
1,1.0,30000,587.294873424,386,587.275683231,382
1,1.0,30000,896.470010782,411,896.413108812,383
1,1.0,30000,965.920834324,386,965.910990025,383
1,1.0,30000,894.436887136,386,894.422677615,384
1,1.0,30000,897.470832136,396,897.409154016,385
1,1.0,30000,713.755893003,406,713.688196,384
1,1.0,30000,882.465385883,393,882.4230439,387
1,1.0,30000,713.413209938,412,713.370909093,386
1,1.0,30000,801.429818368,390,801.40291756,386
1,1.0,30000,833.418780398,401,833.373059927,387
1,1.0,30000,877.921784093,391,877.865473871,386
1,1.0,30000,714.081729736,414,714.043641085,388
1,1.0,30000,833.958376669,398,833.880627456,389
1,1.0,30000,851.091247836,395,851.063526076,389
1,1.0,30000,858.462707465,400,858.393104426,388
1,1.0,30000,878.414575574,391,878.395800032,387
1,1.0,30000,922.398639769,394,922.384209848,387
1,1.0,30000,965.44344363,391,965.413918184,389
1,1.0,30000,517.308617417,419,517.254586854,390
1,1.0,30000,922.903758129,392,922.879701739,389
1,1.0,30000,851.410080529,395,851.391595844,390
1,1.0,30000,800.950155044,393,800.909816077,390
1,1.0,30000,788.898473859,394,788.849543153,392
1,1.0,30000,817.918918966,394,817.87362565,391
1,1.0,30000,516.296913579,400,516.282519249,392
1,1.0,30000,801.443268942,399,801.398434135,394
1,1.0,30000,832.947919613,402,832.874788129,394
1,1.0,30000,894.948505069,398,894.905864654,393
1,1.0,30000,518.314100237,416,518.260017189,396
1,1.0,30000,789.40566326,398,789.378965018,394
1,1.0,30000,922.903758129,399,922.884512992,395
1,1.0,30000,857.938434009,399,857.924517427,396
1,1.0,30000,714.403407738,402,714.382242485,397
1,1.0,30000,847.929263448,400,847.887758294,397
1,1.0,30000,851.095868173,400,851.063526076,398
1,1.0,30000,859.456018127,402,859.41423181,399
1,1.0,30000,817.456985991,416,817.366426199,399
1,1.0,30000,817.950625033,415,817.896272151,398
1,1.0,30000,835.431722711,401,835.376792078,398
1,1.0,30000,897.447109531,405,897.418642819,399
1,1.0,30000,965.413918184,402,965.394234805,398
1,1.0,30000,818.444413078,406,818.412697442,399
1,1.0,30000,789.89521105,411,789.85515144,401
1,1.0,30000,835.935337662,415,835.907863843,404
1,1.0,30000,801.353600583,419,801.322217842,405
1,1.0,30000,801.860292712,419,801.819930833,404
1,1.0,30000,863.211640258,407,863.179068768,403
1,1.0,30000,928.160360573,407,928.131410847,404
1,1.0,30000,790.371553134,410,790.34929096,404
1,1.0,30000,804.917288113,417,804.858876918,406
1,1.0,30000,808.952779067,415,808.889717299,404
1,1.0,30000,855.393579126,410,855.337996097,404
1,1.0,30000,734.411658741,440,734.338697394,407
1,1.0,30000,818.938350125,417,818.852240284,405
1,1.0,30000,733.939620057,443,733.836649965,407
1,1.0,30000,804.400647254,422,804.34674646,407
1,1.0,30000,835.440877992,411,835.408834728,408
1,1.0,30000,713.738968451,414,713.713582,409
1,1.0,30000,750.386397348,412,750.356029008,408
1,1.0,30000,802.362658861,411,802.326770347,407
1,1.0,30000,814.950334811,433,814.896081708,408
1,1.0,30000,862.979000241,411,862.97434776,407
1,1.0,30000,734.89672922,428,734.823743781,409
1,1.0,30000,744.398413962,497,744.316316586,408
1,1.0,30000,802.856207314,412,802.829282577,408
1,1.0,30000,814.448562514,441,814.389806497,409
1,1.0,30000,833.423352515,412,833.377631918,408
1,1.0,30000,800.425827712,414,800.389982541,410
1,1.0,30000,819.423369034,413,819.373500655,409
1,1.0,30000,799.937506292,422,799.88375524,410
1,1.0,30000,807.926079075,414,807.90357103,411
1,1.0,30000,805.398137691,421,805.353192395,412
1,1.0,30000,815.434171493,431,815.361812953,413
1,1.0,30000,744.89973825,499,744.700917048,412
1,1.0,30000,880.424717998,418,880.391823357,414
1,1.0,30000,802.847232351,422,802.811333002,415
1,1.0,30000,809.421314874,418,809.407797519,413
1,1.0,30000,815.922675617,419,815.872913876,415
1,1.0,30000,819.400701401,417,819.359900452,415
1,1.0,30000,489.302681165,424,489.27815859,416
1,1.0,30000,745.409879205,484,745.280165798,416
1,1.0,30000,781.456284717,460,781.332325701,415
1,1.0,30000,786.453797486,447,786.356089341,415
1,1.0,30000,816.452053492,420,816.402275611,416
1,1.0,30000,837.415011297,421,837.387513173,415
1,1.0,30000,735.381959838,421,735.347601961,415
1,1.0,30000,776.404092187,458,776.351137707,416
1,1.0,30000,780.947230069,432,780.885269523,417
1,1.0,30000,836.443684756,419,836.411622266,415
1,1.0,30000,713.760124172,455,713.713582,417
1,1.0,30000,775.905509063,455,775.826103529,416
1,1.0,30000,781.943361753,420,781.934504452,416
1,1.0,30000,785.969757503,450,785.880959006,417
1,1.0,30000,809.948579797,422,809.853929862,417
1,1.0,30000,776.907249823,447,776.849863964,418
1,1.0,30000,786.964643403,435,786.889116603,419
1,1.0,30000,798.912068668,421,798.86730472,418
1,1.0,30000,713.430130627,442,713.345529188,418
1,1.0,30000,745.8985677,427,745.833688328,420
1,1.0,30000,802.331256368,424,802.313312362,418
1,1.0,30000,817.443401703,423,817.402649514,419
1,1.0,30000,862.797562793,421,862.751043444,419
1,1.0,30000,714.081729736,445,714.043641085,420
1,1.0,30000,737.926670101,423,737.909461364,419
1,1.0,30000,757.880038916,422,757.866959012,419
1,1.0,30000,801.340150761,424,801.322217842,422
1,1.0,30000,804.867863118,424,804.84090467,420
1,1.0,30000,809.425820685,426,809.398786011,422
1,1.0,30000,804.382680122,425,804.369204905,423
1,1.0,30000,714.424573304,438,714.369543484,422
1,1.0,30000,733.403396662,432,733.36479614,423
1,1.0,30000,740.91973442,454,740.863693449,423
1,1.0,30000,761.398261958,426,761.367671599,422
1,1.0,30000,781.921218595,456,781.81936411,422
1,1.0,30000,807.939584053,426,807.908072614,423
1,1.0,30000,836.924695847,428,836.897205774,424
1,1.0,30000,741.428510935,444,741.363826267,425
1,1.0,30000,741.937462076,445,741.885696356,425
1,1.0,30000,770.871320871,433,770.849335044,423
1,1.0,30000,777.401738854,438,777.344334735,425
1,1.0,30000,822.431874337,436,822.368289346,425
1,1.0,30000,821.914182329,452,821.859697914,425
1,1.0,30000,740.41544198,436,740.363729386,426
1,1.0,30000,742.425011172,433,742.35596794,426
1,1.0,30000,749.397573074,438,749.345547751,427
1,1.0,30000,809.912522027,430,809.89900057,426
1,1.0,30000,783.888753213,431,783.848846205,428
1,1.0,30000,771.399074783,431,771.34189272,428
1,1.0,30000,749.865882253,433,749.84853486,429
1,1.0,30000,757.400516235,434,757.370006291,431
1,1.0,30000,782.404010509,451,782.364141313,431
1,1.0,30000,727.923746198,438,727.86392612,431
1,1.0,30000,760.397839013,440,760.297396197,432
1,1.0,30000,760.878309436,436,760.817150227,431
1,1.0,30000,782.909108253,435,782.87365748,432
1,1.0,30000,777.887550852,435,777.856631022,431
1,1.0,30000,836.439104363,435,836.416202584,431
1,1.0,30000,729.437156492,435,729.385828714,432
1,1.0,30000,807.340971792,436,807.336471788,433
1,1.0,30000,815.936247264,436,815.904580263,432
1,1.0,30000,476.277797072,437,476.263971863,434
1,1.0,30000,700.435459233,439,700.372588218,433
1,1.0,30000,729.907745281,441,729.873515525,435
1,1.0,30000,745.907218496,474,745.820712792,434
1,1.0,30000,746.404723645,439,746.339822263,435
1,1.0,30000,754.430862659,437,754.396062626,433
1,1.0,30000,761.389521793,441,761.337081855,434
1,1.0,30000,771.390277405,443,771.315501714,434
1,1.0,30000,733.420552776,440,733.360507256,434
1,1.0,30000,747.400231518,487,747.352605166,435
1,1.0,30000,747.889571908,439,747.859254133,435
1,1.0,30000,767.897292656,438,767.862183406,435
1,1.0,30000,749.870219132,439,749.84853486,436
1,1.0,30000,771.905008413,440,771.839007664,438
1,1.0,30000,782.909108253,440,782.838207509,438
1,1.0,30000,786.937986472,444,786.902444599,439
1,1.0,30000,742.390489155,446,742.30850258,439
1,1.0,30000,756.389656846,449,756.328678306,438
1,1.0,30000,770.853732184,452,770.787776396,439
1,1.0,30000,777.724124425,442,777.69762446,438
1,1.0,30000,746.898066364,443,746.854784165,440
1,1.0,30000,747.906896626,449,747.850592025,441
1,1.0,30000,746.387416334,463,746.339822263,442
1,1.0,30000,760.882678045,449,760.847729525,441
1,1.0,30000,815.416081557,443,815.402514237,440
1,1.0,30000,771.315501714,446,771.311103256,441
1,1.0,30000,748.392070208,448,748.357409735,443
1,1.0,30000,776.073156313,451,776.03786065,444
1,1.0,30000,660.889003556,452,660.848289681,446
1,1.0,30000,771.891808037,456,771.812608154,445
1,1.0,30000,745.128847755,455,745.08561685,447
1,1.0,30000,746.889409824,451,746.859112329,446
1,1.0,30000,660.37610039,453,660.347611607,448
1,1.0,30000,740.402513662,451,740.363729386,449
1,1.0,30000,822.404623326,451,822.37283105,448
1,1.0,30000,693.42812758,454,693.411445777,449
1,1.0,30000,731.414649158,452,731.380384086,448
1,1.0,30000,747.880909624,456,747.863585206,451
1,1.0,30000,693.941190984,459,693.911987162,452
1,1.0,30000,714.094426179,453,714.056337189,450
1,1.0,30000,741.885696356,455,741.820991747,451
1,1.0,30000,748.396402824,456,748.357409735,453
1,1.0,30000,763.348571712,459,763.322317806,451
1,1.0,30000,771.337494188,455,771.306704812,453
1,1.0,30000,622.064938871,473,622.029388922,453
1,1.0,30000,730.935011188,455,730.86650432,452
1,1.0,30000,744.627446363,457,744.545336357,452
1,1.0,30000,746.876425108,459,746.854784165,454
1,1.0,30000,428.29190778,487,428.229635845,453
1,1.0,30000,764.872070717,457,764.837030695,454
1,1.0,30000,756.389656846,475,756.341744929,454
1,1.0,30000,693.42812758,462,693.407275357,457
1,1.0,30000,721.42207979,463,721.354020194,459
1,1.0,30000,748.400735452,461,748.366074778,459
1,1.0,30000,756.886287883,482,756.842717235,459
1,1.0,30000,730.883630736,462,730.86650432,458
1,1.0,30000,747.893903068,484,747.811613158,459
1,1.0,30000,776.408505142,466,776.373201854,460
1,1.0,30000,429.302000182,474,429.262623659,459
1,1.0,30000,722.379507888,476,722.345455114,460
1,1.0,30000,700.867249748,464,700.833707855,461
1,1.0,30000,722.890395811,473,722.852072952,460
1,1.0,30000,731.406082815,465,731.376101008,461
1,1.0,30000,746.898066364,464,746.850456014,460
1,1.0,30000,757.361289277,465,757.339496962,461
1,1.0,30000,671.882474159,467,671.845528105,462
1,1.0,30000,693.937018972,468,693.907815237,462
1,1.0,30000,724.37725457,465,724.347417176,461
1,1.0,30000,669.884741824,469,669.876543717,462
1,1.0,30000,720.898954171,466,720.881945142,462
1,1.0,30000,669.397041769,480,669.331482197,463
1,1.0,30000,672.412145901,468,672.346438844,466
1,1.0,30000,674.886706826,484,674.80442251,466
1,1.0,30000,748.409400746,475,748.366074778,466
1,1.0,30000,675.878627269,468,675.841571504,465
1,1.0,30000,675.380518072,484,675.327013131,468
1,1.0,30000,721.366781124,475,721.337005797,467
1,1.0,30000,690.882307762,490,690.824029607,468
1,1.0,30000,691.386099967,483,691.331964728,469
1,1.0,30000,671.853738252,472,671.849633172,468
1,1.0,30000,691.881744117,475,691.856749404,469
1,1.0,30000,716.356191114,483,716.318041852,472
1,1.0,30000,716.869185391,479,716.822541961,471
1,1.0,30000,718.910259369,474,718.833825962,470
1,1.0,30000,731.393233394,474,731.367534891,471
1,1.0,30000,748.890403206,476,748.83839549,471
1,1.0,30000,675.866275234,482,675.833337027,472
1,1.0,30000,685.883518401,489,685.825451466,472
1,1.0,30000,724.006462032,485,723.989416382,472
1,1.0,30000,724.701242972,485,724.624502331,472
1,1.0,30000,609.86830856,487,609.829197834,473
1,1.0,30000,610.36903662,487,610.337735096,474
1,1.0,30000,715.385820239,475,715.33075341,472
1,1.0,30000,715.902704526,475,715.826431171,472
1,1.0,30000,717.895724795,475,717.823588538,473
1,1.0,30000,724.372992047,490,724.321842756,472
1,1.0,30000,757.374364817,480,757.34821385,472
1,1.0,30000,643.328986913,483,643.300868249,475
1,1.0,30000,701.391446076,480,701.366280175,474
1,1.0,30000,710.868933823,477,710.835153445,473
1,1.0,30000,717.36115395,479,717.31873622,474
1,1.0,30000,726.364954664,491,726.322271561,474
1,1.0,30000,685.402466556,489,685.319543639,474
1,1.0,30000,695.886713298,493,695.798980946,475
1,1.0,30000,671.878368992,483,671.800373196,475
1,1.0,30000,681.398885828,478,681.341009043,475
1,1.0,30000,686.373037389,483,686.343993255,476
1,1.0,30000,696.396505879,501,696.333816399,476
1,1.0,30000,708.868831532,479,708.826665631,475
1,1.0,30000,643.815135241,480,643.807098239,476
1,1.0,30000,694.876037757,480,694.850989017,478
1,1.0,30000,696.873038144,492,696.83541125,476
1,1.0,30000,656.397707735,483,656.373362408,479
1,1.0,30000,701.865488199,481,701.865488199,477
