frame_id,points
1141,32444
1142,26107
1143,25487
1144,25321
1145,25124
1146,25565
1147,25348
1148,25329
1149,25327
1150,25426
1151,25659
1152,25195
1153,25242
1154,25552
1155,25633
1156,25571
1157,25212
1158,25636
1159,25765
1160,25771
1161,25385
1162,26078
1163,25203
1164,25712
1165,25133
1166,25661
1167,25154
1168,25450
1169,25964
1170,25637
1171,25322
1172,25529
1173,25242
1174,25271
1175,25609
1176,25401
1177,25212
1178,25795
1179,25960
1180,25446
1181,25427
1182,25682
1183,25147
1184,25981
1185,25278
1186,25883
1187,25857
1188,25674
1189,26015
1190,25864
1191,31086
1192,28803
1193,25861
1194,25848
1195,25470
1196,25793
1197,25994
1198,25781
1199,25787
1200,25584
1201,25448
1202,25360
1203,25576
1204,25733
1205,25824
1206,25319
1207,25935
1208,25256
1209,25437
1210,25766
1211,25420
1212,25775
1213,26135
1214,25449
1215,25921
1216,26435
1217,25665
1218,25850
1219,25646
1220,25302
1221,25877
1222,26122
1223,26062
1224,25409
1225,25518
1226,26120
1227,26090
1228,25778
1229,25805
1230,25717
1231,26019
1232,25603
1233,25718
1234,26211
1235,26447
1236,26143
1237,26139
1238,25254
1239,25662
1240,26134
1241,25863
1242,33706
1243,27740
1244,25916
1245,26598
1246,26311
1247,26039
1248,26349
1249,25639
1250,26529
1251,26460
1252,25830
1253,26336
1254,26346
1255,26125
1256,25522
1257,25766
1258,26223
1259,25985
1260,26062
1261,25667
1262,26284
1263,26270
1264,25591
1265,25914
1266,25926
1267,25589
1268,26785
1269,26250
1270,26275
1271,25863
1272,26347
1273,26679
1274,26238
1275,26080
1276,26382
1277,25968
1278,26354
1279,26618
1280,26099
1281,26206
1282,26137
1283,26048
1284,25956
1285,26418
1286,26172
1287,26463
1288,25797
1289,26097
1290,26386
1291,26213
1292,26025
1293,26164
1294,26435
1295,26027
1296,26341
1297,26892
1298,26782
1299,26144
1300,26597
1301,28345
1302,36440
1303,26436
1304,26029
1305,26373
1306,26327
1307,25957
1308,26864
1309,26281
1310,26538
1311,25147
1312,27001
1313,25837
1314,26534
1315,26224
1316,26649
1317,26422
1318,26411
1319,26145
1320,25979
1321,26126
1322,25771
1323,26154
1324,26491
1325,26515
1326,26056
1327,26237
1328,26760
1329,26331
1330,25764
1331,26365
1332,26152
1333,26342
1334,26557
1335,26123
1336,26498
1337,26026
1338,25685
1339,26182
1340,26461
1341,26760
1342,26192
1343,26597
1344,26916
1345,26631
1346,26835
1347,26262
1348,26279
1349,26186
1350,26170
1351,26817
1352,26572
1353,26103
1354,26549
1355,26813
1356,26128
1357,35764
1358,28385
1359,27092
1360,26690
1361,25842
1362,26420
1363,26342
1364,26740
1365,27048
1366,26514
1367,26693
1368,25927
1369,26436
1370,26544
1371,26504
1372,26375
1373,26866
1374,26360
1375,26554
1376,25880
1377,26829
1378,26648
1379,26102
1380,27246
1381,26901
1382,26558
1383,25748
1384,26681
1385,26431
1386,26917
1387,26650
1388,27012
1389,26288
1390,26872
1391,26426
1392,26693
1393,26186
1394,26846
1395,26606
1396,26406
1397,26605
1398,25915
1399,26399
1400,26686
1401,26430
1402,26031
1403,26077
1404,26306
1405,26595
1406,26321
1407,26694
1408,26691
1409,26766
1410,26813
1411,26880
1412,26090
1413,26510
1414,26710
1415,26944
1416,26694
1417,26708
1418,26690
1419,35160
1420,30449
1421,26869
1422,27185
1423,26706
1424,26754
1425,26925
1426,27087
1427,26846
1428,26518
1429,26404
1430,26774
1431,26500
1432,26370
1433,27084
1434,26593
1435,26915
1436,27235
1437,26936
1438,26477
1439,27374
1440,27319
1441,27097
1442,27274
1443,26808
1444,26749
1445,26955
1446,26472
1447,27451
1448,27231
1449,26571
1450,27237
1451,27009
1452,27018
1453,26771
1454,27061
1455,27191
1456,26980
1457,26994
1458,27219
1459,27416
1460,27595
1461,27461
1462,27578
1463,27775
1464,27710
1465,27703
1466,27335
1467,26667
1468,27433
1469,27451
1470,27243
1471,27424
1472,26767
1473,27427
1474,27151
1475,27598
1476,27441
1477,27056
1478,27295
1479,27906
1480,27769
1481,27483
1482,38281
1483,29562
1484,27773
1485,28420
1486,27096
1487,27684
1488,27856
1489,27514
1490,27735
1491,28495
1492,27729
1493,28110
1494,27945
1495,28329
1496,27982
1497,28403
1498,28508
1499,28430
1500,27566
1501,28443
1502,27878
1503,28210
1504,28125
1505,27886
1506,28090
1507,27600
1508,27484
1509,27977
1510,28432
1511,27954
1512,28237
1513,28333
1514,28650
1515,28268
1516,28143
1517,28057
1518,28305
1519,28013
1520,27816
1521,28419
1522,27988
1523,27842
1524,28264
1525,28506
1526,28021
1527,27409
1528,28519
1529,28202
1530,27783
1531,27695
1532,28451
1533,27840
1534,27243
1535,27496
1536,27660
1537,27613
1538,27889
1539,27682
1540,29617
1541,34039
1542,29372
1543,27888
1544,27325
1545,27327
1546,27871
1547,27385
1548,27010
1549,27335
1550,27063
1551,27359
1552,27835
1553,27574
1554,27203
1555,27522
1556,27177
1557,27282
1558,27186
1559,27633
1560,27164
1561,27186
1562,27178
1563,27269
1564,27366
1565,27262
1566,27309
1567,26707
1568,27421
1569,27077
1570,27156
1571,26476
1572,26541
1573,27267
1574,27059
1575,26761
1576,26638
1577,26881
1578,26752
1579,26676
1580,26130
1581,26691
1582,27239
1583,26996
1584,26682
1585,26766
1586,26167
1587,26470
1588,25885
1589,26207
1590,26413
1591,26529
1592,26616
1593,26667
1594,26183
1595,25979
1596,25907
1597,25548
1598,25973
1599,26024
1600,26250
1601,26281
1602,25705
1603,25639
1604,31318
1605,30648
1606,27129
1607,25967
1608,25549
1609,25819
1610,25899
1611,25851
1612,25800
1613,25262
1614,25802
1615,25663
1616,25555
1617,25112
1618,26054
1619,25264
1620,25259
1621,25339
1622,25335
1623,25350
1624,25087
1625,25389
1626,25362
1627,24997
1628,25210
1629,25156
1630,25289
1631,24886
1632,24684
1633,25099
1634,24722
1635,24654
1636,24859
1637,25240
1638,24907
1639,24875
1640,24774
1641,24827
1642,24738
1643,24355
1644,24489
1645,24630
1646,24177
1647,24678
1648,24469
1649,24344
1650,24038
1651,24026
1652,24563
1653,24773
1654,24301
1655,24355
1656,24598
1657,24393
1658,24119
1659,24702
1660,27185
1661,26814
1662,26860
1663,24192
1664,24195
1665,24096
1666,24052
1667,23529
1668,23644
1669,23604
1670,24140
1671,23802
1672,23509
1673,23985
1674,23877
1675,23921
1676,23548
1677,23530
1678,23536
1679,23436
1680,23706
1681,23715
1682,23818
1683,23651
1684,23443
1685,23491
1686,23373
1687,23324
1688,23286
1689,23376
1690,23202
1691,22754
1692,23097
1693,23038
1694,23633
1695,23173
1696,23365
1697,23304
1698,23360
1699,23434
1700,23465
1701,23160
1702,23217
1703,23121
1704,23239
1705,23360
1706,22928
1707,23291
1708,26801
1709,24288
1710,23104
1711,23081
1712,22833
1713,23139
1714,22939
1715,23002
1716,23282
1717,22848
1718,22780
1719,23129
1720,23079
1721,22729
1722,23099
1723,23007
1724,23266
1725,23063
1726,23056
1727,23115
1728,23145
1729,23145
1730,22851
1731,22792
1732,22960
1733,23595
1734,23227
1735,22715
1736,23338
1737,23120
1738,22688
1739,22889
1740,23098
1741,22981
1742,23219
1743,22974
1744,23115
1745,23106
1746,22793
1747,23155
1748,23156
1749,23195
1750,23960
1751,22954
1752,23451
1753,27629
1754,23231
1755,23201
1756,23013
1757,22961
1758,22987
1759,23181
1760,22775
1761,23102
1762,22945
1763,23051
1764,23181
1765,22989
1766,22902
1767,23376
1768,22980
1769,22931
1770,23145
1771,22987
1772,23087
1773,23326
1774,23086
1775,23033
1776,23127
1777,22999
1778,23031
1779,22957
1780,22963
1781,23206
1782,23169
1783,23206
1784,23031
1785,23114
1786,23075
1787,23050
1788,23227
1789,22896
1790,23201
1791,23014
1792,23114
1793,23245
1794,23056
1795,23136
1796,23328
1797,23029
1798,22871
1799,23802
1800,23293
1801,23119
1802,23418
1803,25832
1804,23448
1805,22996
1806,23161
1807,23291
1808,23241
1809,23370
1810,23053
1811,23353
1812,23509
1813,23499
1814,23401
1815,23316
1816,23193
1817,23293
1818,23271
1819,23301
1820,23274
1821,23431
1822,23835
1823,23122
1824,23425
1825,23538
1826,23868
1827,23483
1828,23131
1829,23245
1830,23468
1831,23297
1832,23301
1833,23664
1834,23406
1835,23416
1836,23333
1837,23296
1838,23505
1839,23578
1840,23466
1841,23544
1842,23540
1843,23496
1844,23499
1845,23660
1846,23453
1847,23370
1848,23726
1849,23655
1850,23528
1851,23405
1852,23598
1853,23648
1854,23600
1855,23466
1856,23460
1857,23642
1858,23674
1859,23630
1860,23688
1861,23429
1862,23762
1863,23766
1864,23551
1865,23503
1866,23820
1867,23270
1868,23635
1869,23699
1870,23754
1871,24059
1872,23812
1873,23741
1874,24005
1875,23734
1876,24065
1877,23769
1878,23558
1879,23695
1880,24162
1881,23758
1882,23831
1883,24146
1884,24136
1885,24180
1886,24072
1887,24399
1888,23893
1889,24180
1890,24095
1891,24149
1892,24298
1893,24114
1894,24174
1895,24249
1896,24290
1897,24304
1898,23952
1899,24034
1900,23767
1901,24263
1902,24271
1903,24250
1904,24175
1905,24277
1906,24161
1907,24196
1908,24135
1909,24544
1910,24139
1911,24246
1912,24448
1913,24781
1914,24971
1915,24243
1916,24528
1917,24514
1918,24960
1919,24276
1920,24422
1921,24523
1922,24475
1923,24700
1924,24739
1925,24662
1926,24791
1927,24715
1928,24694
1929,25026
1930,24556
1931,24943
1932,24805
1933,25086
1934,24820
1935,24745
1936,24921
1937,24992
1938,24798
1939,24963
1940,24998
1941,24963
1942,25169
1943,24670
1944,24986
1945,25372
1946,25138
1947,24913
1948,25037
1949,25377
1950,25105
1951,25254
1952,25465
1953,25623
1954,25672
1955,25286
1956,25223
1957,25279
1958,25512
1959,25525
1960,25212
1961,25684
1962,25258
1963,25175
1964,25893
1965,25504
1966,25819
1967,25559
1968,25541
1969,25476
1970,25352
1971,25649
1972,25465
1973,25349
1974,25279
1975,25763
1976,25787
1977,25080
1978,25661
1979,25868
1980,25836
1981,25291
1982,25503
1983,25524
1984,25344
1985,25403
1986,25526
1987,25295
1988,25257
1989,25088
1990,25128
1991,25348
1992,25326
1993,25017
1994,25034
1995,24756
1996,24456
1997,24639
1998,24656
1999,24406
2000,23931
2001,23975
2002,23807
2003,23619
2004,23749
2005,23686
2006,23561
2007,23787
2008,23435
2009,23870
2010,23894
2011,23946
2012,23460
2013,23395
2014,23557
2015,23300
2016,23074
2017,23245
2018,23580
2019,23351
2020,23636
2021,24057
2022,23603
2023,23746
2024,23862
2025,24089
2026,23921
2027,23836
2028,23925
2029,23986
2030,24206
2031,24272
2032,24209
2033,24268
2034,24193
2035,24911
2036,25182
2037,25569
2038,25697
2039,25839
2040,26609
2041,27725
2042,28487
2043,28929
2044,29692
2045,30012
2046,30915
2047,31249
2048,32211
2049,33008
2050,32836
2051,33661
2052,33756
2053,34312
2054,35548
2055,34870
2056,34658
2057,36172
2058,35220
2059,35667
2060,35909
2061,35713
2062,36338
2063,36178
2064,35844
2065,36514
2066,36910
2067,36569
2068,37327
2069,37422
2070,37101
2071,37369
2072,37602
2073,37147
2074,36693
2075,36934
2076,36971
2077,37402
2078,37028
2079,37004
2080,36885
2081,37610
2082,37622
2083,36934
2084,36980
2085,36635
2086,36710
2087,37283
2088,36669
2089,36839
2090,37152
2091,37103
2092,36329
2093,37267
2094,36770
2095,37165
2096,36326
2097,36831
2098,37121
2099,36244
2100,37319
2101,37020
2102,36830
2103,37540
2104,37010
2105,37096
2106,37162
2107,36786
2108,36988
2109,36774
2110,37196
2111,36339
2112,36230
2113,36324
2114,35483
2115,35771
2116,36451
2117,36081
2118,36705
2119,36892
2120,36223
2121,36120
2122,35948
2123,35904
2124,35243
2125,35510
2126,36120
2127,35758
2128,36106
2129,36068
2130,35553
2131,35614
2132,35518
2133,36329
2134,35943
2135,35431
2136,35668
2137,35190
2138,35479
2139,35413
2140,36239
2141,35687
2142,35351
2143,34980
2144,34863
2145,35084
2146,35880
2147,35000
2148,35733
2149,34947
2150,35064
2151,35117
2152,34199
2153,34640
2154,34336
2155,35565
2156,34269
2157,33887
2158,34739
2159,33591
2160,34188
2161,34590
2162,34812
2163,35659
2164,34586
2165,35096
2166,34172
2167,33984
2168,33768
2169,34797
2170,34027
2171,38350
2172,41905
2173,41759
2174,41273
2175,41351
2176,41937
2177,40849
2178,42207
2179,41820
2180,41937
2181,41712
2182,41442
2183,40882
2184,41139
2185,40745
2186,41584
2187,41925
2188,41346
2189,40966
2190,40037
2191,41881
2192,41117
2193,41798
2194,40955
2195,42245
2196,40117
2197,40611
2198,40767
2199,40450
2200,40174
2201,40378
2202,40187
2203,40204
2204,40434
2205,41142
2206,40062
2207,40476
2208,40010
2209,40423
2210,40634
2211,41192
2212,40811
2213,39821
2214,40083
2215,40278
2216,39293
2217,38531
2218,39998
2219,40037
2220,38572
2221,38823
2222,38944
2223,38018
2224,38995
2225,39283
2226,38753
2227,38482
2228,38643
2229,38622
2230,38689
2231,38696
2232,38361
2233,38729
2234,38851
2235,38504
2236,39207
2237,38772
2238,38256
2239,38591
2240,38571
2241,38138
2242,39001
2243,38010
2244,38096
2245,37886
2246,38567
2247,38659
2248,38595
2249,38954
2250,38585
2251,38717
2252,39174
2253,38678
2254,38648
2255,39135
2256,38745
2257,38121
2258,38637
2259,39087
2260,38706
2261,39902
2262,37821
2263,38256
2264,37957
2265,37982
2266,38848
2267,38485
2268,38041
2269,38198
2270,38360
2271,38300
2272,38048
2273,38197
2274,37495
2275,38076
2276,37631
2277,39037
2278,38398
2279,37864
2280,38053
2281,37553
2282,38280
2283,37906
2284,38353
2285,37896
2286,38349
2287,37946
2288,38305
2289,38034
2290,38015
2291,38700
2292,38196
2293,38297
2294,37946
2295,38328
2296,37454
2297,37775
2298,38197
2299,38962
2300,38330
2301,38514
2302,38713
2303,38461
2304,38931
2305,39049
2306,39417
2307,38838
2308,38403
2309,38786
2310,39469
2311,39039
2312,38654
2313,38036
2314,38047
2315,38418
2316,37951
2317,36996
2318,37406
2319,37745
2320,38236
2321,38375
2322,37810
2323,37594
2324,37630
2325,37758
2326,39098
2327,38641
2328,38616
2329,38346
2330,38466
2331,38614
2332,39272
2333,38826
2334,38294
2335,38905
2336,38738
2337,38422
2338,38847
2339,38335
2340,38028
2341,38971
2342,38554
2343,39219
2344,38713
2345,38537
2346,38614
2347,37296
2348,38121
2349,38487
2350,38604
2351,39113
2352,38208
2353,38550
2354,38600
2355,38829
2356,38774
2357,38835
2358,38743
2359,38923
2360,39282
2361,38981
2362,38388
2363,38773
2364,38257
2365,39627
2366,38715
2367,38325
2368,39315
2369,38888
2370,38671
2371,38904
2372,38903
2373,38656
2374,39726
2375,38968
2376,38733
2377,38915
2378,39345
2379,39460
2380,38999
2381,38916
2382,39085
2383,39129
2384,38633
2385,38595
2386,39833
2387,38614
2388,39244
2389,38756
2390,39372
2391,38515
2392,38905
2393,39161
2394,38423
2395,39067
2396,38340
2397,38664
2398,39496
2399,38934
2400,38685
2401,38831
2402,38962
2403,38796
2404,39213
2405,39522
2406,39158
2407,39535
2408,39366
2409,39672
2410,38833
2411,38876
2412,38781
2413,39044
2414,39819
2415,39613
2416,39216
2417,39060
2418,38908
2419,38905
2420,38310
2421,39384
2422,38686
2423,38943
2424,38506
2425,38503
2426,39018
2427,38777
2428,38846
2429,38677
2430,39202
2431,39482
2432,38694
2433,39038
2434,38866
2435,39452
2436,39952
2437,39751
2438,38856
2439,39724
2440,38797
2441,39058
2442,39486
2443,40025
2444,39567
2445,38705
2446,39058
2447,39625
2448,39133
2449,39434
2450,38699
2451,38542
2452,39389
2453,39446
2454,39232
2455,39244
2456,39409
2457,39612
2458,39737
2459,39589
2460,39762
2461,38921
2462,38906
2463,40347
2464,39596
2465,39511
2466,39603
2467,38898
2468,39306
2469,39274
2470,39759
2471,41079
2472,40333
2473,40558
2474,40997
2475,40842
2476,40036
2477,39871
2478,39690
2479,39777
2480,38973
2481,38890
2482,39019
2483,39441
2484,39087
2485,39391
2486,39774
2487,39390
2488,39632
2489,40085
2490,38949
2491,39691
2492,39976
2493,39618
2494,40277
2495,40696
2496,40289
2497,39629
